transaction_id,customer_id,source_account_id,destination_account_id,amount,currency,transaction_type,transaction_date,transaction_time,payee_payer_name,description,payment_channel,device_id,device_model,ip_address,ip_address_country,known_device,status,is_flagged,flag_reason,is_fraud,fraud_type,risk_score,location_risk,amount_risk,velocity_risk,ctr_flag,sar_flag
TXN-2024-002171,AU-CUST00108,ACC00000140,ACC00000576,43.12,AUD,Payment,2024-07-02,01:59:24,Payee-000576,Online purchase,Mobile Banking,DEV-UST00108,Samsung Galaxy S23,203.40.165.234,AU,True,Completed,False,,False,LEGITIMATE,33,Low,Low,Low,False,False
TXN-2024-002172,AU-CUST00948,ACC00001205,ACC00000760,106.88,AUD,Payment,2025-07-08,06:55:07,Payee-000760,Bill payment,Mobile Banking,DEV-UST00948,iPhone 13,203.43.132.2,AU,True,Completed,False,,False,LEGITIMATE,26,Low,Low,Low,False,False
TXN-2024-002173,AU-CUST00855,ACC00001087,ACC00000828,49.42,AUD,Payment,2025-09-29,18:25:46,Payee-000828,Restaurant,Mobile Banking,DEV-UST00855,iPhone 13,203.50.163.236,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-002174,AU-CUST00584,ACC00000747,ACC00000286,22.48,AUD,Payment,2024-12-27,23:05:53,Payee-000286,Restaurant,Mobile Banking,DEV-UST00584,Samsung Galaxy S23,203.181.32.181,AU,True,Completed,False,,False,LEGITIMATE,21,Low,Low,Low,False,False
TXN-2024-002175,AU-CUST00843,ACC00001073,ACC00000776,40.95,AUD,Payment,2025-07-02,04:56:55,Payee-000776,Salary payment,Mobile Banking,DEV-UST00843,iPhone 13,203.145.142.32,AU,True,Completed,False,,False,LEGITIMATE,25,Low,Low,Low,False,False
TXN-2024-002176,AU-CUST00340,ACC00000437,ACC00001006,86.87,AUD,Payment,2024-10-04,10:00:49,Payee-001006,Salary payment,Mobile Banking,DEV-UST00340,Samsung Galaxy S23,203.9.90.116,AU,True,Completed,False,,False,LEGITIMATE,29,Low,Low,Low,False,False
TXN-2024-002177,AU-CUST00467,ACC00000603,ACC00000795,142.23,AUD,Payment,2025-03-23,05:05:43,Payee-000795,Fuel,Online Banking,DEV-UST00467,iPhone 14,203.89.44.4,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-002178,AU-CUST00882,ACC00001121,ACC00001207,745.66,AUD,Payment,2025-05-08,21:38:35,Payee-001207,Utilities,Online Banking,DEV-UST00882,iPhone 14,203.83.221.235,AU,True,Completed,False,,False,LEGITIMATE,31,Low,Low,Low,False,False
TXN-2024-002179,AU-CUST00145,ACC00000188,ACC00001193,4801.46,AUD,Payment,2025-03-14,09:08:03,Payee-001193,Utilities,Mobile Banking,DEV-UST00145,iPhone 14,203.176.97.155,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-002180,AU-CUST00143,ACC00000186,ACC00000628,908.16,AUD,Payment,2025-03-02,03:30:39,Payee-000628,Grocery shopping,Mobile Banking,DEV-UST00143,iPhone 13,203.233.47.72,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-002181,AU-CUST00523,ACC00000668,ACC00000499,65.67,AUD,Payment,2024-06-04,19:56:18,Payee-000499,Utilities,ATM,DEV-UST00523,iPhone 14,203.59.68.130,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-002182,AU-CUST00250,ACC00000321,ACC00000580,12.4,AUD,Payment,2025-08-01,04:49:46,Payee-000580,Grocery shopping,Mobile Banking,DEV-UST00250,Samsung Galaxy S23,203.202.22.75,AU,True,Completed,False,,False,LEGITIMATE,26,Low,Low,Low,False,False
TXN-2024-002183,AU-CUST00665,ACC00000848,ACC00000622,34.3,AUD,Payment,2025-07-13,20:59:30,Payee-000622,Bill payment,Mobile Banking,DEV-UST00665,Samsung Galaxy S23,203.207.63.103,AU,True,Completed,False,,False,LEGITIMATE,6,Low,Low,Low,False,False
TXN-2024-002184,AU-CUST00631,ACC00000807,ACC00000220,95.51,AUD,Payment,2025-09-16,12:29:21,Payee-000220,Restaurant,Mobile Banking,DEV-UST00631,Samsung Galaxy S23,203.170.206.55,AU,True,Completed,False,,False,LEGITIMATE,22,Low,Low,Low,False,False
TXN-2024-002185,AU-CUST00327,ACC00000422,ACC00001223,653.87,AUD,Transfer,2025-09-08,04:08:54,Payee-001223,Emergency help,Mobile Banking,UNK-2193,Unknown Device,214.108.75.105,IN,False,Blocked,True,App Romance Scam pattern detected,True,APP_ROMANCE_SCAM,81,High,Medium,Medium,False,False
TXN-2024-002186,AU-CUST00113,ACC00000147,ACC00000721,31.13,AUD,Payment,2024-10-10,11:12:08,Payee-000721,Utilities,Online Banking,DEV-UST00113,Samsung Galaxy S23,203.211.211.41,AU,True,Completed,False,,False,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-002187,AU-CUST00081,ACC00000105,ACC00000163,36.8,AUD,Payment,2024-10-07,23:19:46,Payee-000163,Grocery shopping,Card Payment,DEV-UST00081,Samsung Galaxy S23,203.177.127.84,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-002188,AU-CUST00432,ACC00000562,ACC00001145,212.98,AUD,Payment,2024-09-14,05:23:32,Payee-001145,Transfer to savings,Online Banking,DEV-UST00432,Samsung Galaxy S23,203.151.120.183,AU,True,Completed,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-002189,AU-CUST00317,ACC00000409,ACC00001203,46.48,AUD,Payment,2024-07-15,11:26:28,Payee-001203,Bill payment,Mobile Banking,DEV-UST00317,Samsung Galaxy S23,203.164.229.180,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-002190,AU-CUST00035,ACC00000043,ACC00000712,118.18,AUD,Payment,2025-04-25,02:41:09,Payee-000712,Fuel,ATM,DEV-UST00035,iPhone 13,203.183.32.188,AU,True,Completed,False,,False,LEGITIMATE,6,Low,Low,Low,False,False
TXN-2024-002191,AU-CUST00685,ACC00000876,ACC00001203,44.43,AUD,Payment,2024-06-14,14:54:53,Payee-001203,Grocery shopping,Mobile Banking,DEV-UST00685,iPhone 13,203.59.227.250,AU,True,Completed,False,,False,LEGITIMATE,30,Low,Low,Low,False,False
TXN-2024-002192,AU-CUST00956,ACC00001214,ACC00001231,5.0,AUD,Payment,2025-01-14,15:25:16,Payee-001231,Transfer to savings,Online Banking,DEV-UST00956,iPhone 13,203.59.59.49,AU,True,Completed,False,,False,LEGITIMATE,30,Low,Low,Low,False,False
TXN-2024-002193,AU-CUST00980,ACC00001241,ACC00001210,3567.1,AUD,Transfer,2025-04-25,22:48:39,Payee-001210,Urgent transfer,Mobile Banking,DEV-UST00980,iPhone 14,20.10.219.169,MY,True,Completed,True,App Bank Impersonation pattern detected,True,APP_BANK_IMPERSONATION,71,High,Medium,Medium,False,False
TXN-2024-002194,AU-CUST00116,ACC00000150,ACC00001223,5.0,AUD,Payment,2025-09-20,16:20:54,Payee-001223,Restaurant,Online Banking,DEV-UST00116,Samsung Galaxy S23,203.42.71.99,AU,True,Completed,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-002195,AU-CUST00188,ACC00000242,ACC00000085,131.59,AUD,Payment,2025-07-15,12:21:51,Payee-000085,Transfer to savings,Online Banking,DEV-UST00188,Samsung Galaxy S23,203.191.192.112,AU,True,Completed,False,,False,LEGITIMATE,28,Low,Low,Low,False,False
TXN-2024-002196,AU-CUST00422,ACC00000548,ACC00000040,56.65,AUD,Payment,2025-08-03,16:49:20,Payee-000040,Rent payment,Mobile Banking,DEV-UST00422,iPhone 13,203.26.244.88,AU,True,Pending,False,,False,LEGITIMATE,22,Low,Low,Low,False,False
TXN-2024-002197,AU-CUST00915,ACC00001160,ACC00000733,85.77,AUD,Payment,2025-09-18,12:22:02,Payee-000733,Bill payment,Mobile Banking,DEV-UST00915,iPhone 13,203.42.18.180,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-002198,AU-CUST00571,ACC00000729,ACC00000949,109.52,AUD,Payment,2025-09-26,22:41:58,Payee-000949,Restaurant,Mobile Banking,DEV-UST00571,iPhone 13,203.47.227.246,AU,True,Completed,False,,False,LEGITIMATE,21,Low,Low,Low,False,False
TXN-2024-002199,AU-CUST00448,ACC00000579,ACC00001063,98.45,AUD,Payment,2025-04-24,01:09:14,Payee-001063,Online purchase,ATM,DEV-UST00448,iPhone 13,203.14.133.190,AU,True,Completed,False,,False,LEGITIMATE,14,Low,Low,Low,False,False
TXN-2024-002200,AU-CUST00926,ACC00001174,ACC00000814,60.74,AUD,Payment,2025-07-25,09:26:15,Payee-000814,Rent payment,Mobile Banking,DEV-UST00926,Samsung Galaxy S23,203.243.26.213,AU,True,Completed,False,,False,LEGITIMATE,26,Low,Low,Low,False,False
TXN-2024-002201,AU-CUST00659,ACC00000841,ACC00000398,664.85,AUD,Payment,2025-05-14,22:13:26,Payee-000398,Utilities,Card Payment,DEV-UST00659,iPhone 13,203.100.251.219,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-002202,AU-CUST00985,ACC00001249,ACC00001183,97.55,AUD,Payment,2024-11-01,16:06:32,Payee-001183,Utilities,Mobile Banking,DEV-UST00985,iPhone 13,203.73.171.133,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-002203,AU-CUST00863,ACC00001096,ACC00000749,102.43,AUD,Payment,2025-09-15,05:39:09,Payee-000749,Restaurant,Mobile Banking,DEV-UST00863,iPhone 14,203.244.132.160,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-002204,AU-CUST00999,ACC00001266,ACC00000865,26.3,AUD,Payment,2024-04-19,17:58:53,Payee-000865,Salary payment,Online Banking,DEV-UST00999,Samsung Galaxy S23,203.133.209.10,AU,True,Completed,False,,False,LEGITIMATE,14,Low,Low,Low,False,False
TXN-2024-002205,AU-CUST00554,ACC00000707,ACC00000326,8.3,AUD,Payment,2025-09-05,10:43:40,Payee-000326,Rent payment,Online Banking,DEV-UST00554,iPhone 13,203.240.155.79,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,False
TXN-2024-002206,AU-CUST00369,ACC00000475,ACC00000963,3303.12,AUD,Payment,2025-05-05,14:56:11,Payee-000963,Bill payment,Online Banking,DEV-UST00369,iPhone 14,203.180.122.227,AU,True,Completed,False,,False,LEGITIMATE,28,Low,Low,Low,False,False
TXN-2024-002207,AU-CUST00061,ACC00000078,ACC00000165,290.91,AUD,Payment,2024-10-15,20:07:10,Payee-000165,Transfer to savings,ATM,DEV-UST00061,iPhone 14,203.61.203.60,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,False
TXN-2024-002208,AU-CUST00724,ACC00000926,ACC00001104,104.12,AUD,Payment,2025-06-24,18:12:46,Payee-001104,Fuel,Online Banking,DEV-UST00724,iPhone 14,203.95.70.70,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-002209,AU-CUST00262,ACC00000338,ACC00001081,43.63,AUD,Payment,2025-07-19,12:54:37,Payee-001081,Insurance,Mobile Banking,DEV-UST00262,iPhone 13,203.6.148.49,AU,True,Completed,False,,False,LEGITIMATE,25,Low,Low,Low,False,False
TXN-2024-002210,AU-CUST00012,ACC00000014,ACC00000866,203.86,AUD,Payment,2024-10-19,19:54:07,Payee-000866,Rent payment,Mobile Banking,DEV-UST00012,iPhone 14,203.239.209.21,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-002211,AU-CUST00801,ACC00001019,ACC00001245,26.71,AUD,Payment,2025-06-23,19:20:56,Payee-001245,Utilities,Card Payment,DEV-UST00801,Samsung Galaxy S23,203.27.95.178,AU,True,Completed,False,,False,LEGITIMATE,30,Low,Low,Low,False,False
TXN-2024-002212,AU-CUST00415,ACC00000538,ACC00001155,235.47,AUD,Payment,2025-06-27,12:30:26,Payee-001155,Rent payment,Mobile Banking,DEV-UST00415,iPhone 13,203.153.46.33,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-002213,AU-CUST00550,ACC00000702,ACC00000089,981.25,AUD,Payment,2024-05-08,20:53:33,Payee-000089,Restaurant,Online Banking,DEV-UST00550,Samsung Galaxy S23,203.248.187.186,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-002214,AU-CUST00781,ACC00000995,ACC00000280,57.76,AUD,Payment,2024-09-21,11:42:36,Payee-000280,Transfer to savings,Online Banking,DEV-UST00781,iPhone 13,203.192.212.145,AU,True,Completed,False,,False,LEGITIMATE,19,Low,Low,Low,False,False
TXN-2024-002215,AU-CUST00325,ACC00000418,ACC00000154,1083.56,AUD,Payment,2025-05-05,21:09:31,Payee-000154,Fuel,Online Banking,DEV-UST00325,iPhone 14,203.25.32.70,AU,True,Completed,False,,False,LEGITIMATE,27,Low,Low,Low,False,False
TXN-2024-002216,AU-CUST00816,ACC00001036,ACC00000407,41.38,AUD,Payment,2024-06-25,19:26:12,Payee-000407,Rent payment,Mobile Banking,DEV-UST00816,iPhone 13,203.213.26.17,AU,True,Completed,False,,False,LEGITIMATE,25,Low,Low,Low,False,False
TXN-2024-002217,AU-CUST00578,ACC00000740,ACC00000747,5.0,AUD,Payment,2025-04-19,01:52:18,Payee-000747,Rent payment,Online Banking,DEV-UST00578,Samsung Galaxy S23,203.243.252.215,AU,True,Completed,False,,False,LEGITIMATE,34,Low,Low,Low,False,False
TXN-2024-002218,AU-CUST00564,ACC00000720,ACC00000183,292.72,AUD,Payment,2025-04-15,10:35:43,Payee-000183,Rent payment,Mobile Banking,DEV-UST00564,iPhone 14,203.136.159.128,AU,True,Completed,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-002219,AU-CUST00265,ACC00000341,ACC00000110,55.59,AUD,Payment,2025-08-17,04:05:55,Payee-000110,Insurance,Online Banking,DEV-UST00265,Samsung Galaxy S23,203.148.87.184,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-002220,AU-CUST00786,ACC00001001,ACC00000817,295.84,AUD,Payment,2025-02-17,05:12:47,Payee-000817,Grocery shopping,Online Banking,DEV-UST00786,iPhone 13,203.140.55.223,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-002221,AU-CUST00238,ACC00000306,ACC00000801,8.87,AUD,Payment,2025-01-05,22:01:03,Payee-000801,Utilities,Online Banking,DEV-UST00238,iPhone 13,203.62.100.38,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-002222,AU-CUST00614,ACC00000786,ACC00000465,10776.79,AUD,Transfer,2025-06-26,20:14:23,Payee-000465,Account protection,Phone Banking,DEV-UST00614,iPhone 14,188.170.233.109,AU,True,Completed,True,App Bank Impersonation pattern detected,True,APP_BANK_IMPERSONATION,75,Low,High,Medium,True,False
TXN-2024-002223,AU-CUST00826,ACC00001051,ACC00000913,27.81,AUD,Payment,2025-07-27,06:11:42,Payee-000913,Fuel,ATM,DEV-UST00826,iPhone 14,203.95.170.226,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-002224,AU-CUST00114,ACC00000148,ACC00000751,748.3,AUD,Payment,2024-09-04,14:43:43,Payee-000751,Transfer to savings,Mobile Banking,DEV-UST00114,iPhone 13,203.2.71.26,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-002225,AU-CUST00395,ACC00000508,ACC00000526,113.45,AUD,Payment,2025-09-02,17:04:10,Payee-000526,Bill payment,ATM,DEV-UST00395,iPhone 14,203.93.56.17,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-002226,AU-CUST00674,ACC00000860,ACC00000087,987.02,AUD,Payment,2025-09-25,04:14:01,Payee-000087,Transfer to savings,Mobile Banking,DEV-UST00674,iPhone 14,203.139.53.120,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-002227,AU-CUST00269,ACC00000348,ACC00000959,21.56,AUD,Payment,2025-07-10,12:23:02,Payee-000959,Restaurant,Online Banking,DEV-UST00269,iPhone 13,203.52.187.209,AU,True,Completed,False,,False,LEGITIMATE,33,Low,Low,Low,False,False
TXN-2024-002228,AU-CUST00030,ACC00000036,ACC00000793,4679.55,AUD,Payment,2025-02-11,16:05:35,Payee-000793,Insurance,Online Banking,DEV-UST00030,iPhone 13,203.190.248.198,AU,True,Pending,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-002229,AU-CUST00400,ACC00000519,ACC00000145,3000.0,AUD,Transfer,2024-04-03,22:50:22,Payee-000145,Cash withdrawal,ATM,UNK-8081,Unknown Android,89.145.3.186,AU,False,Blocked,True,Mule Activity pattern detected,True,MULE_ACTIVITY,83,Low,Medium,High,False,True
TXN-2024-002230,AU-CUST00487,ACC00000630,ACC00000239,4016.57,AUD,Payment,2024-12-10,11:53:56,Payee-000239,Online purchase,Online Banking,DEV-UST00487,iPhone 13,203.25.66.78,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-002231,AU-CUST00921,ACC00001168,ACC00000382,259.26,AUD,Payment,2025-04-06,07:04:35,Payee-000382,Fuel,Mobile Banking,DEV-UST00921,iPhone 13,203.169.36.33,AU,True,Completed,False,,False,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-002232,AU-CUST00805,ACC00001024,ACC00000228,87.9,AUD,Payment,2025-05-27,11:14:18,Payee-000228,Salary payment,Mobile Banking,DEV-UST00805,iPhone 14,203.184.84.114,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-002233,AU-CUST00177,ACC00000230,ACC00001025,14298.08,AUD,Transfer,2025-02-14,20:38:42,Payee-001025,Business expense,Mobile Banking,DEV-UST00177,iPhone 13,234.95.223.204,AU,True,Blocked,True,App Invoice Fraud pattern detected,True,APP_INVOICE_FRAUD,83,Low,High,Medium,True,False
TXN-2024-002234,AU-CUST00271,ACC00000352,ACC00001184,145.6,AUD,Payment,2025-09-12,04:11:22,Payee-001184,Bill payment,Mobile Banking,DEV-UST00271,iPhone 14,203.144.98.133,AU,True,Completed,False,,False,LEGITIMATE,21,Low,Low,Low,False,False
TXN-2024-002235,AU-CUST00181,ACC00000235,ACC00000113,437.11,AUD,Payment,2025-04-21,10:41:54,Payee-000113,Bill payment,Mobile Banking,DEV-UST00181,iPhone 14,203.205.73.161,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-002236,AU-CUST00910,ACC00001155,ACC00000304,105.0,AUD,Payment,2024-07-22,03:06:08,Payee-000304,Fuel,ATM,DEV-UST00910,iPhone 13,203.114.126.149,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-002237,AU-CUST00350,ACC00000449,ACC00000362,35.74,AUD,Payment,2024-06-15,05:53:10,Payee-000362,Rent payment,ATM,DEV-UST00350,iPhone 13,203.32.95.95,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-002238,AU-CUST00890,ACC00001131,ACC00001258,10.51,AUD,Payment,2025-01-08,02:53:29,Payee-001258,Salary payment,Online Banking,DEV-UST00890,Samsung Galaxy S23,203.106.9.71,AU,True,Completed,False,,False,LEGITIMATE,29,Low,Low,Low,False,False
TXN-2024-002239,AU-CUST00060,ACC00000077,ACC00000788,5.0,AUD,Payment,2025-08-31,12:10:54,Payee-000788,Insurance,ATM,DEV-UST00060,iPhone 13,203.68.238.233,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-002240,AU-CUST00555,ACC00000709,ACC00001210,39.22,AUD,Payment,2024-08-21,16:43:08,Payee-001210,Transfer to savings,Online Banking,DEV-UST00555,Samsung Galaxy S23,203.79.77.52,AU,True,Completed,False,,False,LEGITIMATE,28,Low,Low,Low,False,False
TXN-2024-002241,AU-CUST00075,ACC00000096,ACC00000314,5.0,AUD,Payment,2025-09-15,13:13:41,Payee-000314,Fuel,Mobile Banking,DEV-UST00075,iPhone 14,203.158.43.197,AU,True,Completed,False,,False,LEGITIMATE,26,Low,Low,Low,False,False
TXN-2024-002242,AU-CUST00552,ACC00000704,ACC00000086,50.71,AUD,Payment,2025-01-09,02:19:24,Payee-000086,Grocery shopping,Card Payment,DEV-UST00552,iPhone 13,203.230.87.123,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-002243,AU-CUST00012,ACC00000014,ACC00000610,1108.73,AUD,Payment,2025-01-21,02:35:56,Payee-000610,Online purchase,Online Banking,DEV-UST00012,iPhone 13,203.38.33.52,AU,True,Completed,False,,False,LEGITIMATE,24,Low,Low,Low,False,False
TXN-2024-002244,AU-CUST00154,ACC00000199,ACC00001037,58.71,AUD,Payment,2024-07-23,11:11:58,Payee-001037,Grocery shopping,Mobile Banking,DEV-UST00154,iPhone 13,203.217.140.86,AU,True,Completed,False,,False,LEGITIMATE,19,Low,Low,Low,False,False
TXN-2024-002245,AU-CUST00143,ACC00000186,ACC00001062,12.21,AUD,Payment,2025-08-24,04:37:22,Payee-001062,Transfer to savings,ATM,DEV-UST00143,iPhone 13,203.16.45.31,AU,True,Completed,False,,False,LEGITIMATE,25,Low,Low,Low,False,False
TXN-2024-002246,AU-CUST00703,ACC00000900,ACC00000599,26.53,AUD,Payment,2025-06-03,03:38:44,Payee-000599,Online purchase,Card Payment,DEV-UST00703,Samsung Galaxy S23,203.7.245.207,AU,True,Completed,False,,False,LEGITIMATE,24,Low,Low,Low,False,False
TXN-2024-002247,AU-CUST00635,ACC00000813,ACC00000342,15.39,AUD,Payment,2025-07-30,22:09:27,Payee-000342,Utilities,Online Banking,DEV-UST00635,iPhone 13,203.143.234.61,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-002248,AU-CUST00555,ACC00000709,ACC00000060,1425.79,AUD,Payment,2024-09-28,08:16:13,Payee-000060,Utilities,Online Banking,DEV-UST00555,iPhone 14,203.194.69.97,AU,True,Completed,False,,False,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-002249,AU-CUST00195,ACC00000250,ACC00000553,20.45,AUD,Payment,2025-01-29,15:02:27,Payee-000553,Utilities,ATM,DEV-UST00195,iPhone 14,203.253.20.134,AU,True,Completed,False,,False,LEGITIMATE,22,Low,Low,Low,False,False
TXN-2024-002250,AU-CUST00262,ACC00000338,ACC00000680,5.0,AUD,Payment,2025-06-22,10:42:29,Payee-000680,Salary payment,Mobile Banking,DEV-UST00262,Samsung Galaxy S23,203.71.30.40,AU,True,Completed,False,,False,LEGITIMATE,29,Low,Low,Low,False,False
TXN-2024-002251,AU-CUST00373,ACC00000480,ACC00000024,6541.82,AUD,Payment,2025-06-19,16:59:14,Payee-000024,Transfer to savings,Mobile Banking,DEV-UST00373,iPhone 13,203.53.221.194,AU,True,Completed,False,,False,LEGITIMATE,14,Low,Medium,Low,False,False
TXN-2024-002252,AU-CUST00980,ACC00001242,ACC00001186,3377.4,AUD,Transfer,2025-04-27,09:37:51,Payee-001186,Investment opportunity,Mobile Banking,DEV-UST00980,Google Pixel 7,83.23.43.183,AU,True,Blocked,True,App Investment Scam pattern detected,True,APP_INVESTMENT_SCAM,80,Low,Medium,Medium,False,True
TXN-2024-002253,AU-CUST00700,ACC00000895,ACC00000899,47.33,AUD,Payment,2025-03-20,08:59:19,Payee-000899,Insurance,Mobile Banking,DEV-UST00700,iPhone 14,203.231.171.62,AU,True,Completed,False,,False,LEGITIMATE,21,Low,Low,Low,False,False
TXN-2024-002254,AU-CUST00033,ACC00000041,ACC00000415,13.69,AUD,Payment,2025-09-23,21:03:32,Payee-000415,Fuel,Mobile Banking,DEV-UST00033,iPhone 14,203.120.219.80,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-002255,AU-CUST00033,ACC00000041,ACC00000451,67.77,AUD,Payment,2025-05-26,13:30:31,Payee-000451,Grocery shopping,Mobile Banking,DEV-UST00033,iPhone 13,203.65.184.103,AU,True,Completed,False,,False,LEGITIMATE,26,Low,Low,Low,False,False
TXN-2024-002256,AU-CUST00344,ACC00000441,ACC00000453,43.56,AUD,Payment,2025-03-05,19:17:43,Payee-000453,Online purchase,Online Banking,DEV-UST00344,iPhone 14,203.61.253.95,AU,True,Completed,False,,False,LEGITIMATE,29,Low,Low,Low,False,False
TXN-2024-002257,AU-CUST00207,ACC00000266,ACC00001091,155.21,AUD,Payment,2025-07-02,00:45:10,Payee-001091,Fuel,Online Banking,DEV-UST00207,iPhone 13,203.107.228.225,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-002258,AU-CUST00399,ACC00000517,ACC00000918,49.75,AUD,Payment,2025-08-03,07:25:29,Payee-000918,Rent payment,Branch,DEV-UST00399,iPhone 14,203.74.193.127,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-002259,AU-CUST00996,ACC00001263,ACC00000113,5.0,AUD,Payment,2025-04-29,03:51:38,Payee-000113,Salary payment,Online Banking,DEV-UST00996,iPhone 14,203.206.43.63,AU,True,Completed,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-002260,AU-CUST00194,ACC00000249,ACC00000389,48.28,AUD,Payment,2024-04-07,01:08:40,Payee-000389,Salary payment,Online Banking,DEV-UST00194,iPhone 14,203.3.119.107,AU,True,Completed,False,,False,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-002261,AU-CUST00592,ACC00000757,ACC00000992,328.67,AUD,Payment,2024-10-09,23:46:02,Payee-000992,Restaurant,Mobile Banking,DEV-UST00592,Samsung Galaxy S23,203.141.40.151,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-002262,AU-CUST00474,ACC00000612,ACC00000453,25.34,AUD,Payment,2025-06-22,19:59:44,Payee-000453,Grocery shopping,Mobile Banking,DEV-UST00474,Samsung Galaxy S23,203.199.211.29,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,False
TXN-2024-002263,AU-CUST00655,ACC00000837,ACC00001032,247.19,AUD,Payment,2025-04-03,06:02:10,Payee-001032,Restaurant,Mobile Banking,DEV-UST00655,iPhone 14,203.195.229.62,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-002264,AU-CUST00544,ACC00000694,ACC00000644,364.87,AUD,Payment,2025-05-17,06:58:14,Payee-000644,Fuel,Mobile Banking,DEV-UST00544,iPhone 14,203.174.239.15,AU,True,Completed,False,,False,LEGITIMATE,22,Low,Low,Low,False,False
TXN-2024-002265,AU-CUST00511,ACC00000655,ACC00000985,557.01,AUD,Payment,2025-07-05,11:38:35,Payee-000985,Fuel,Mobile Banking,DEV-UST00511,iPhone 13,203.207.77.238,AU,True,Completed,False,,False,LEGITIMATE,30,Low,Low,Low,False,False
TXN-2024-002266,AU-CUST00271,ACC00000351,ACC00000670,24929.19,AUD,Transfer,2025-08-27,08:01:17,Payee-000670,Crypto purchase,Online Banking,UNK-3295,Unknown Android,169.30.173.154,AU,False,Blocked,True,App Investment Scam pattern detected,True,APP_INVESTMENT_SCAM,89,Low,High,Medium,True,True
TXN-2024-002267,AU-CUST00965,ACC00001225,ACC00000932,10.32,AUD,Payment,2025-02-20,22:30:43,Payee-000932,Fuel,Online Banking,DEV-UST00965,iPhone 13,203.56.109.253,AU,True,Completed,False,,False,LEGITIMATE,22,Low,Low,Low,False,False
